game_id,club_id,own_goals,own_position,own_manager_name,opponent_id,opponent_goals,opponent_position,opponent_manager_name,hosting,is_win
2697998,985,2,2.0,José Mourinho,180,0,16.0,Claude Puel,Home,1
2698142,631,4,4.0,Antonio Conte,985,0,7.0,José Mourinho,Home,1
2698144,512,0,13.0,Mark Hughes,989,1,10.0,Eddie Howe,Home,0
2698148,984,4,9.0,Tony Pulis,1132,0,12.0,Sean Dyche,Home,1
2698157,985,1,6.0,José Mourinho,11,1,4.0,Arsène Wenger,Home,0
2698159,11,3,4.0,Arsène Wenger,989,1,12.0,Eddie Howe,Home,1
2698197,631,3,1.0,Antonio Conte,989,0,12.0,Eddie Howe,Home,1
2698200,631,1,1.0,Antonio Conte,984,0,8.0,Tony Pulis,Home,1
2698213,11,3,2.0,Arsène Wenger,512,1,11.0,Mark Hughes,Home,1
2698260,379,3,12.0,Slaven Bilic,873,0,17.0,Sam Allardyce,Home,1
2698268,2288,1,19.0,Bob Bradley,379,4,11.0,Slaven Bilic,Home,0
2698275,873,0,19.0,Sam Allardyce,289,4,20.0,David Moyes,Home,0
2698300,1132,0,15.0,Sean Dyche,148,2,2.0,Mauricio Pochettino,Home,0
2698302,29,4,7.0,Ronald Koeman,281,0,5.0,Pep Guardiola,Home,1
2698317,985,1,6.0,José Mourinho,29,1,7.0,Ronald Koeman,Home,0
2698321,31,3,3.0,Jürgen Klopp,29,1,7.0,Ronald Koeman,Home,1
2698346,873,0,18.0,Sam Allardyce,148,1,2.0,Mauricio Pochettino,Home,0
2698367,989,2,11.0,Eddie Howe,512,2,13.0,Mark Hughes,Home,0
2698411,631,1,1.0,Antonio Conte,873,2,16.0,Sam Allardyce,Home,0
2698428,11,3,5.0,Arsène Wenger,29,1,7.0,Ronald Koeman,Home,1
2698556,162,2,9.0,Leonardo Jardim,855,2,10.0,Antoine Kombouaré,Home,0
2701606,1420,0,17.0,Stéphane Moulin,417,1,3.0,Lucien Favre,Home,0
2701616,2969,4,15.0,Olivier Dall'Oglio,1041,2,1.0,Bruno Génésio,Home,1
2701629,855,1,5.0,Antoine Kombouaré,969,1,13.0,Frédéric Hantz,Home,0
2701671,618,1,9.0,Christophe Galtier,2969,1,17.0,Olivier Dall'Oglio,Home,0
2702724,995,1,14.0,René Girard,273,2,6.0,Christian Gourcuff,Home,0
2702736,244,0,10.0,Rudi Garcia,40,0,9.0,Jocelyn Gourvennec,Home,0
2702786,595,1,18.0,François Ciccolini,40,1,5.0,Jocelyn Gourvennec,Home,0
2702813,417,2,1.0,Lucien Favre,2969,1,19.0,Olivier Dall'Oglio,Home,1
2704222,15,3,6.0,Roger Schmidt,41,1,15.0,Bruno Labbadia,Home,1
2704223,33,0,17.0,Markus Weinzierl,27,2,1.0,Carlo Ancelotti,Home,0
2704228,105,1,12.0,Norbert Meier,24,0,9.0,Niko Kovac,Home,1
2704234,44,2,2.0,Pál Dárdai,33,0,17.0,Markus Weinzierl,Home,1
2704236,41,0,16.0,Bruno Labbadia,23826,4,3.0,Ralph Hasenhüttl,Home,0
2704242,33,1,17.0,Markus Weinzierl,3,3,2.0,Peter Stöger,Home,0
2704245,86,1,18.0,Alexander Nouri,39,2,7.0,Martin Schmidt,Home,0
2704275,86,2,13.0,Alexander Nouri,15,1,10.0,Roger Schmidt,Home,1
2704283,4795,3,17.0,Markus Kauczinski,16,3,6.0,Thomas Tuchel,Home,0
2704306,39,2,9.0,Martin Schmidt,4795,0,17.0,Markus Kauczinski,Home,1
2704313,27,1,1.0,Carlo Ancelotti,533,1,3.0,Julian Nagelsmann,Home,0
2704321,23826,3,2.0,Ralph Hasenhüttl,39,1,10.0,Martin Schmidt,Home,1
2704365,86,2,14.0,Alexander Nouri,4795,1,18.0,Maik Walpurgis,Home,1
2704430,41,1,16.0,Markus Gisdol,167,0,13.0,Dirk Schuster,Home,1
2704431,4795,1,17.0,Maik Walpurgis,23826,0,2.0,Ralph Hasenhüttl,Home,1
2704432,24,0,5.0,Niko Kovac,533,0,4.0,Julian Nagelsmann,Home,0
2704486,60,2,8.0,Christian Streich,44,1,6.0,Pál Dárdai,Home,1
2704513,60,2,8.0,Christian Streich,3,1,7.0,Peter Stöger,Home,1
2704611,86,3,11.0,Alexander Nouri,33,0,12.0,Markus Weinzierl,Home,1
2704648,533,5,3.0,Julian Nagelsmann,18,3,9.0,Dieter Hecking,Home,1
2704696,33,1,10.0,Markus Weinzierl,41,1,16.0,Markus Gisdol,Home,0
2704708,3,2,5.0,Peter Stöger,39,0,15.0,Martin Schmidt,Home,1
2716694,1159,1,12.0,Pablo Correa,595,0,19.0,François Ciccolini,Home,1
2718711,131,6,1.0,Luis Enrique,150,2,20.0,Gustavo Poyet,Home,1
2718720,714,2,14.0,Quique Sánchez Flores,1084,2,10.0,Juande Ramos,Home,0
2718732,16795,1,18.0,Paco Jémez,1533,2,6.0,José Luis Mendilibar,Home,0
2718760,472,2,7.0,Quique Setién,418,2,1.0,Zinédine Zidane,Home,0
2718772,1084,2,14.0,Juande Ramos,621,1,6.0,Ernesto Valverde,Home,1
2718798,472,3,10.0,Quique Setién,940,3,9.0,Eduardo Berizzo,Home,0
2718810,714,0,13.0,Quique Sánchez Flores,621,0,7.0,Ernesto Valverde,Home,0
2718816,16795,1,20.0,Lucas Alcaraz,897,1,16.0,Gaizka Garitano,Home,0
2718846,1049,2,17.0,Cesare Prandelli,1084,2,11.0,Juande Ramos,Home,0
2718847,16795,2,19.0,Lucas Alcaraz,368,1,3.0,Jorge Sampaoli,Home,1
2718882,131,5,3.0,Luis Enrique,472,0,10.0,Quique Setién,Home,1
2718906,331,1,19.0,Petar Vasiljevic,1084,1,15.0,Marcelo Romero,Home,0
2718946,13,1,4.0,Diego Simeone,131,2,2.0,Luis Enrique,Home,0
2718961,150,2,14.0,Víctor Sánchez,681,3,5.0,Eusebio,Home,0
2718981,621,1,7.0,Ernesto Valverde,418,2,1.0,Zinédine Zidane,Home,0
2718984,13,3,4.0,Diego Simeone,368,1,3.0,Jorge Sampaoli,Home,1
2718988,940,3,10.0,Eduardo Berizzo,472,1,12.0,Quique Setién,Home,1
2718993,681,1,5.0,Eusebio,1244,1,17.0,Asier Garitano,Home,0
2719006,897,0,16.0,Pepe Mel,16795,0,19.0,Lucas Alcaraz,Home,0
2719020,1108,2,11.0,Mauricio Pellegrino,1050,1,5.0,Fran Escribá,Home,1
2719027,16795,0,19.0,Tony Adams,940,3,10.0,Eduardo Berizzo,Home,0
2719048,940,0,11.0,Eduardo Berizzo,621,3,6.0,Ernesto Valverde,Home,0
2719070,150,1,15.0,Alexis Trujillo,13,1,3.0,Diego Simeone,Home,0
2720763,3349,0,11.0,José Mota,979,3,3.0,Pêpa,Home,0
2720784,336,3,1.0,Jorge Jesus,979,0,12.0,Pêpa,Home,1
2720793,7179,0,18.0,Petit,720,0,3.0,Nuno Espírito Santo,Home,0
2720812,68608,0,13.0,Quim Machado,294,2,1.0,Rui Vitória,Home,0
2720848,979,3,15.0,Augusto Inácio,982,1,18.0,Manuel Machado,Home,1
2720862,3325,2,7.0,Jorge Simão,979,1,16.0,Augusto Inácio,Home,1
2720864,982,3,15.0,Manuel Machado,7179,2,18.0,Petit,Home,1
2720943,68608,1,12.0,Quim Machado,2420,1,5.0,Pedro Martins,Home,0
2720958,979,0,16.0,Augusto Inácio,2503,0,10.0,Miguel Leal,Home,0
2720980,2420,3,5.0,Pedro Martins,2425,0,7.0,Luís Castro,Home,1
2720996,3349,0,10.0,Nuno Manta Santos,1075,1,4.0,Jorge Simão,Home,0
2721022,294,2,1.0,Rui Vitória,1465,1,15.0,Pedro Emanuel,Home,1
2721034,7179,2,17.0,Pêpa,1085,1,11.0,José Couceiro,Home,1
2721046,1465,4,10.0,Pedro Emanuel,8024,2,17.0,Jorge Leitão,Home,1
2721053,979,3,15.0,Petit,720,1,2.0,Nuno Espírito Santo,Home,1
2726503,1390,3,15.0,Massimo Rastelli,800,0,18.0,Gian Piero Gasperini,Home,1
2726508,6195,3,1.0,Maurizio Sarri,1025,1,13.0,Roberto Donadoni,Home,1
2726568,398,4,5.0,Simone Inzaghi,1390,1,15.0,Massimo Rastelli,Home,1
2726569,6195,2,3.0,Maurizio Sarri,749,0,18.0,Giovanni Martusciello,Home,1
2726609,6195,1,7.0,Maurizio Sarri,6574,1,16.0,Eusebio Di Francesco,Home,0
2726622,410,1,14.0,Luigi Delneri,1025,0,16.0,Roberto Donadoni,Home,1
2726655,252,0,12.0,Ivan Juric,12,1,2.0,Luciano Spalletti,Home,0
2726661,6574,0,16.0,Eusebio Di Francesco,416,0,9.0,Siniša Mihajlović,Home,0
2726665,46,3,6.0,Stefano Pioli,862,1,12.0,Rolando Maran,Home,1
2726682,749,1,17.0,Giovanni Martusciello,410,0,12.0,Luigi Delneri,Home,1
2726693,800,2,6.0,Gian Piero Gasperini,1390,0,15.0,Massimo Rastelli,Home,1
2726703,458,1,18.0,Diego López,800,3,5.0,Gian Piero Gasperini,Home,0
2726744,6574,0,13.0,Eusebio Di Francesco,1025,1,14.0,Roberto Donadoni,Home,0
2726766,862,1,11.0,Rolando Maran,4083,2,18.0,Davide Nicola,Home,0
2726783,12,1,2.0,Luciano Spalletti,800,1,5.0,Gian Piero Gasperini,Home,0
2726790,46,2,7.0,Stefano Pioli,5,2,6.0,Vincenzo Montella,Home,0
2726795,1038,1,10.0,Marco Giampaolo,4083,2,18.0,Davide Nicola,Home,0
2726814,749,3,17.0,Giovanni Martusciello,1025,1,15.0,Roberto Donadoni,Home,1
2726826,12,3,2.0,Luciano Spalletti,506,1,1.0,Massimiliano Allegri,Home,1
2726841,410,1,12.0,Luigi Delneri,1038,1,10.0,Marco Giampaolo,Home,0
2735511,1158,1,20.0,Bernard Casoni,415,1,10.0,Pascal Dupraz,Home,0
2735601,969,2,12.0,Jean-Louis Gasset,1158,0,18.0,Bernard Casoni,Home,1
2735622,417,3,3.0,Lucien Favre,583,1,2.0,Unai Emery,Home,1
2754286,2784,2,,Thomas Christiansen,22220,1,,Stanimir Stoilov,Home,1
2754300,417,0,,Lucien Favre,33,1,,Markus Weinzierl,Home,0
2754326,697,1,,Jindrich Trpisovsky,1091,2,,Vladimir Ivic,Home,0
2754327,197,3,,David Holoubek,46,1,,Frank de Boer,Home,1
2754329,260,2,,Uli Forte,2944,1,,Mustafa Resit Akcay,Home,1
2754901,336,2,,Jorge Jesus,255,0,,Jacek Magiera,Home,1
2754918,371,0,,Brendan Rodgers,18,2,,André Schubert,Home,0
2755696,383,1,,Phillip Cocu,27,2,,Carlo Ancelotti,Home,0
2755723,114,3,,Senol Günes,294,3,,Rui Vitória,Home,0
2758706,2944,2,,Mustafa Resit Akcay,1050,2,,Fran Escribá,Home,0
2758732,119,0,,Shota Arveladze,1090,0,,John van den Brom,Home,0
2758734,13499,1,,Marius Sumudica,941,1,,Roman Pivarnik,Home,0
2758745,180,2,,Claude Puel,46,1,,Stefano Vecchi,Home,1
2758746,197,2,,David Holoubek,2976,0,,Barak Bakhar,Home,1
2758747,260,0,,Uli Forte,301,0,,Laurentiu Reghecampf,Home,0
2805639,294,1,,Rui Vitória,16,0,,Thomas Tuchel,Home,1
2831520,1041,4,,Bruno Génésio,12,2,,Luciano Spalletti,Home,1
2871549,167,2,12.0,Manuel Baum,18,2,5.0,Dieter Hecking,Home,0
2871597,41,0,7.0,Markus Gisdol,23826,2,4.0,Ralph Hasenhüttl,Home,0
2871647,44,1,11.0,Pál Dárdai,533,1,9.0,Julian Nagelsmann,Home,0
2871648,60,0,12.0,Christian Streich,15,0,2.0,Heiko Herrlich,Home,0
2871659,86,1,17.0,Alexander Nouri,33,2,4.0,Domenico Tedesco,Home,0
2871673,27,2,1.0,Peter Hermann,33,1,6.0,Domenico Tedesco,Home,1
2871726,82,1,14.0,Martin Schmidt,27,2,1.0,Jupp Heynckes,Home,0
2871856,60,1,15.0,Christian Streich,44,1,11.0,Pál Dárdai,Home,0
2871991,44,2,14.0,Pál Dárdai,18,4,4.0,Dieter Hecking,Home,0
2871996,82,3,13.0,Martin Schmidt,60,1,17.0,Christian Streich,Home,1
2872017,533,6,7.0,Julian Nagelsmann,3,0,17.0,Stefan Ruthenbeck,Home,1
2872049,167,1,11.0,Manuel Baum,27,4,1.0,Jupp Heynckes,Home,0
2872077,42,0,13.0,André Breitenreiter,27,3,1.0,Jupp Heynckes,Home,0
2872101,33,1,2.0,Domenico Tedesco,24,0,8.0,Niko Kovac,Home,1
2872104,39,1,14.0,Sandro Schwarz,86,2,11.0,Florian Kohfeldt,Home,0
2872116,1237,0,18.0,Chris Hughton,281,2,4.0,Pep Guardiola,Home,0
2872117,631,2,14.0,Antonio Conte,1132,3,6.0,Sean Dyche,Home,0
2872127,1110,1,2.0,David Wagner,762,0,17.0,Rafael Benítez,Home,1
2872170,281,5,1.0,Pep Guardiola,873,0,20.0,Roy Hodgson,Home,1
2872211,31,3,6.0,Jürgen Klopp,1110,0,13.0,David Wagner,Home,1
2872214,984,2,15.0,Tony Pulis,281,3,1.0,Pep Guardiola,Home,0
2872241,180,4,10.0,Mauricio Pellegrino,29,1,16.0,David Unsworth,Home,1
2872266,873,2,20.0,Roy Hodgson,989,2,14.0,Eddie Howe,Home,0
2872314,984,0,19.0,Alan Pardew,29,0,9.0,Sam Allardyce,Home,0
2872320,985,0,3.0,José Mourinho,180,0,13.0,Mauricio Pellegrino,Home,0
2872331,180,1,17.0,Mauricio Pellegrino,873,2,14.0,Roy Hodgson,Home,0
2872332,512,0,18.0,Mark Hughes,762,1,13.0,Rafael Benítez,Home,0
2872333,2288,0,20.0,Carlos Carvalhal,148,2,5.0,Mauricio Pochettino,Home,0
2872334,379,2,15.0,David Moyes,984,1,19.0,Alan Pardew,Home,1
2872335,989,2,13.0,Eddie Howe,11,1,6.0,Arsène Wenger,Home,1
2872340,985,3,2.0,José Mourinho,512,0,18.0,Eddie Niedzwiecki,Home,1
2872352,512,2,17.0,Paul Lambert,1110,0,14.0,David Wagner,Home,1
2872366,11,5,6.0,Arsène Wenger,29,1,10.0,Sam Allardyce,Home,1
2872380,180,0,18.0,Mauricio Pellegrino,31,2,3.0,Jürgen Klopp,Home,0
2872397,873,2,18.0,Roy Hodgson,985,3,2.0,José Mourinho,Home,0
2872430,985,2,2.0,José Mourinho,2288,0,16.0,Carlos Carvalhal,Home,1
2872453,148,1,4.0,Mauricio Pochettino,281,3,1.0,Pep Guardiola,Home,0
2872458,631,1,5.0,Antonio Conte,1110,1,15.0,David Wagner,Home,0
2872467,1110,0,16.0,David Wagner,29,2,8.0,Sam Allardyce,Home,0
2872494,379,3,13.0,David Moyes,29,1,8.0,Sam Allardyce,Home,1
2883611,1301,1,6.0,Daniel Ramos,2995,0,15.0,Vasco Seabra,Home,1
2883615,1075,2,8.0,Abel Ferreira,7378,1,5.0,Vítor Oliveira,Home,1
2883737,2995,1,10.0,,1465,0,18.0,,Home,1
2883758,3349,0,15.0,Nuno Manta Santos,3336,1,12.0,Lito Vidigal,Home,0
2883759,336,1,2.0,Jorge Jesus,68608,0,10.0,Domingos Paciência,Home,1
2883766,68608,1,10.0,Domingos Paciência,2995,1,14.0,Petit,Home,0
2883799,1085,2,18.0,José Couceiro,1465,2,17.0,Ivo Vieira,Home,0
2884387,1075,1,4.0,Abel Ferreira,294,3,3.0,Rui Vitória,Home,0
2884414,720,3,1.0,Sérgio Conceição,1075,1,4.0,Abel Ferreira,Home,1
2884440,2425,0,5.0,Miguel Cardoso,3336,0,13.0,José Mota,Home,0
2884449,2420,0,9.0,José Peseiro,68608,0,11.0,Silas,Home,0
2884466,1301,4,8.0,Daniel Ramos,1085,2,14.0,José Couceiro,Home,1
2884499,2503,3,7.0,Jorge Simão,3325,3,8.0,Luís Castro,Home,0
2884504,2995,1,15.0,João Henriques,68608,1,12.0,Silas,Home,0
2884507,1075,2,4.0,Abel Ferreira,1301,0,6.0,Daniel Ramos,Home,1
2884529,2995,0,16.0,João Henriques,2425,0,5.0,Miguel Cardoso,Home,0
2890514,162,3,6.0,Leonardo Jardim,415,2,13.0,Pascal Dupraz,Home,1
2890515,583,2,5.0,Unai Emery,1416,0,17.0,Christophe Pélissier,Home,1
2897170,4083,0,14.0,Davide Nicola,276,0,13.0,Fabio Pecchia,Home,0
2897182,276,0,19.0,Fabio Pecchia,430,5,11.0,Stefano Pioli,Home,0
2897232,276,1,15.0,Fabio Pecchia,4171,0,20.0,Marco Baroni,Home,1
2897235,12,0,5.0,Eusebio Di Francesco,6195,1,1.0,Maurizio Sarri,Home,0
2897236,1038,3,6.0,Marco Giampaolo,800,1,12.0,Gian Piero Gasperini,Home,1
2897252,430,3,7.0,Stefano Pioli,416,0,12.0,Siniša Mihajlović,Home,1
2897255,506,4,4.0,Massimiliano Allegri,2722,1,19.0,Leonardo Semplici,Home,1
2897256,12,1,5.0,Eusebio Di Francesco,4083,0,17.0,Davide Nicola,Home,1
2897262,6195,3,1.0,Maurizio Sarri,6574,1,16.0,Cristian Bucchi,Home,1
2897297,862,1,13.0,Rolando Maran,410,1,11.0,Massimo Oddo,Home,0
2897337,416,2,9.0,Walter Mazzarri,410,0,10.0,Massimo Oddo,Home,1
2897445,416,1,12.0,Siniša Mihajlović,800,1,10.0,Gian Piero Gasperini,Home,0
2897446,1390,2,14.0,Diego López,1038,2,6.0,Marco Giampaolo,Home,0
2897448,252,1,16.0,Davide Ballardini,800,2,8.0,Gian Piero Gasperini,Home,0
2897462,46,1,3.0,Luciano Spalletti,410,3,13.0,Massimo Oddo,Home,0
2897471,5,0,9.0,Gennaro Gattuso,800,2,7.0,Gian Piero Gasperini,Home,0
2897474,2722,2,18.0,Leonardo Semplici,416,2,10.0,Siniša Mihajlović,Home,0
2897522,410,0,17.0,Igor Tudor,46,4,5.0,Luciano Spalletti,Home,0
2897539,6195,2,2.0,Maurizio Sarri,4083,1,18.0,Walter Zenga,Home,1
2897543,6574,0,11.0,Giuseppe Iachini,12,1,3.0,Eusebio Di Francesco,Home,0
2897545,252,1,12.0,Davide Ballardini,416,2,10.0,Walter Mazzarri,Home,0
2897557,1390,1,13.0,Diego López,46,3,2.0,Luciano Spalletti,Home,0
2899571,418,1,7.0,Zinédine Zidane,3368,1,8.0,Juan Muñiz,Home,0
2899588,472,1,12.0,Manolo Márquez,621,0,6.0,Cuco Ziganda,Home,1
2899603,150,4,5.0,Quique Setién,3368,0,9.0,Juan Muñiz,Home,1
2899606,1533,0,16.0,José Luis Mendilibar,940,4,13.0,Juan Carlos Unzué,Home,0
2899613,621,1,11.0,Cuco Ziganda,368,0,5.0,Eduardo Berizzo,Home,1
2899618,1050,3,9.0,Javier Calleja,1533,0,18.0,José Luis Mendilibar,Home,1
2899619,3368,0,10.0,Juan Muñiz,1108,2,19.0,Giovanni De Biasi,Home,0
2899631,3368,1,12.0,Juan Muñiz,3709,1,14.0,Pepe Bordalás,Home,0
2899650,3368,1,14.0,Juan Muñiz,12321,2,10.0,Pablo Machín,Home,0
2899659,1108,1,18.0,Giovanni De Biasi,714,0,13.0,Quique Sánchez Flores,Home,1
2899664,13,0,4.0,Diego Simeone,418,0,3.0,Zinédine Zidane,Home,0
2899704,472,2,20.0,Paquito,714,2,16.0,Quique Sánchez Flores,Home,0
2899715,681,3,9.0,Eusebio,368,1,5.0,Eduardo Berizzo,Home,1
2899729,1108,1,17.0,Abelardo,368,0,6.0,Vincenzo Montella,Home,1
2899747,131,2,1.0,Ernesto Valverde,1108,1,17.0,Abelardo,Home,1
2899750,940,3,7.0,Juan Carlos Unzué,150,2,13.0,Quique Setién,Home,1
2899759,1533,5,7.0,José Luis Mendilibar,368,1,6.0,Vincenzo Montella,Home,1
2899798,1049,2,4.0,Marcelino,150,0,10.0,Quique Setién,Home,1
2899822,1050,2,5.0,Javier Calleja,13,1,2.0,Diego Simeone,Home,1
2899823,13,3,2.0,Diego Simeone,940,0,10.0,Juan Carlos Unzué,Home,1
2899869,131,2,1.0,Ernesto Valverde,418,2,3.0,Zinédine Zidane,Home,0
2899910,418,6,3.0,Zinédine Zidane,940,0,13.0,Juan Carlos Unzué,Home,1
2899914,1533,1,9.0,José Luis Mendilibar,472,0,19.0,Paco Jémez,Home,1
2899920,131,1,1.0,Ernesto Valverde,681,0,11.0,Imanol Alguacil,Home,1
2901022,273,2,17.0,Christian Gourcuff,2969,2,18.0,Olivier Dall'Oglio,Home,0
2901127,583,2,1.0,Unai Emery,1041,0,5.0,Bruno Génésio,Home,1
2901143,1041,3,7.0,Bruno Génésio,2969,3,17.0,Olivier Dall'Oglio,Home,0
2901145,347,0,20.0,Philippe Hinschberger,1095,1,12.0,Jean-Louis Garcia,Home,0
2901319,995,1,4.0,Claudio Ranieri,347,0,20.0,Philippe Hinschberger,Home,1
2901320,417,2,10.0,Lucien Favre,244,4,3.0,Rudi Garcia,Home,0
2903933,618,3,3.0,Óscar García,347,1,20.0,Philippe Hinschberger,Home,1
2917360,371,0,,Brendan Rodgers,583,5,,Unai Emery,Home,0
2917361,631,6,,Antonio Conte,10625,0,,Qurban Qurbanov,Home,1
2917362,12,0,,Eusebio Di Francesco,13,0,,Diego Simeone,Home,0
2917381,26,5,,Raphael Wicky,294,0,,Rui Vitória,Home,1
2917390,294,0,,Rui Vitória,985,1,,José Mourinho,Home,0
2917391,58,0,,Hein Vanhaezebrouck,583,4,,Unai Emery,Home,0
2917441,631,1,,Antonio Conte,13,1,,Diego Simeone,Home,0
2917442,12,1,,Eusebio Di Francesco,10625,0,,Qurban Qurbanov,Home,1
2917446,31,7,,Jürgen Klopp,232,0,,Massimo Carrera,Home,1
2919804,195,3,,Kare Ingebrigtsen,77,1,,Cedomir Janevski,Home,1
2919806,398,2,,Simone Inzaghi,3508,0,,Francky Dury,Home,1
2919815,2481,0,,Roberto Bordin,190,0,,Stale Solbakken,Home,0
2919847,5545,1,,Bohumil Panik,190,1,,Stale Solbakken,Home,0
2919849,29,1,,Ronald Koeman,1041,2,,Bruno Génésio,Home,0
2919861,144,1,,Matjaz Kek,14,4,,Thorsten Fink,Home,0
2919909,800,1,,Gian Piero Gasperini,1041,0,,Bruno Génésio,Home,1
2919923,10690,0,,Yuriy Vernydub,621,2,,Cuco Ziganda,Home,0
2942656,1162,1,7.0,Patrice Garande,1095,0,16.0,Jean-Louis Garcia,Home,1
2942665,995,2,5.0,Claudio Ranieri,415,1,12.0,Pascal Dupraz,Home,1
2942675,1082,3,19.0,Marcelo Bielsa,618,1,7.0,Julien Sablé,Home,1
2942708,1162,1,7.0,Patrice Garande,1041,2,2.0,Bruno Génésio,Home,0
2942720,618,0,16.0,Julien Sablé,162,4,2.0,Leonardo Jardim,Home,0
2942747,667,0,11.0,Thierry Laurey,855,2,7.0,Antoine Kombouaré,Home,0
2942749,273,0,10.0,Sabri Lamouchi,244,3,4.0,Rudi Garcia,Home,0
2942760,162,3,4.0,Leonardo Jardim,347,1,20.0,Frédéric Hantz,Home,1
2942774,415,1,19.0,Mickaël Debève,1095,0,18.0,Jean-Louis Garcia,Home,1
2942817,583,3,1.0,Unai Emery,244,0,3.0,Rudi Garcia,Home,1
2942830,2969,1,10.0,Olivier Dall'Oglio,1416,1,16.0,Christophe Pélissier,Home,0
2942835,1041,1,4.0,Bruno Génésio,1162,0,12.0,Patrice Garande,Home,1
2942859,273,1,5.0,Sabri Lamouchi,162,1,2.0,Leonardo Jardim,Home,0
2942867,244,0,4.0,Rudi Garcia,969,0,6.0,Michel Der Zakarian,Home,0
2942877,1162,0,15.0,Patrice Garande,415,0,17.0,Mickaël Debève,Home,0
2942901,2969,3,12.0,Olivier Dall'Oglio,855,1,11.0,Antoine Kombouaré,Home,1
2942904,415,2,18.0,Mickaël Debève,1082,3,16.0,Christophe Galtier,Home,0
2942905,1041,3,2.0,Bruno Génésio,1095,0,19.0,Jean-Louis Garcia,Home,1
2942923,347,0,20.0,Frédéric Hantz,40,4,6.0,Gustavo Poyet,Home,0
2942926,1041,3,3.0,Bruno Génésio,417,2,8.0,Lucien Favre,Home,1
2981995,720,0,,Sérgio Conceição,31,5,,Jürgen Klopp,Home,0
2982072,16,3,,Peter Stöger,800,2,,Gian Piero Gasperini,Home,1
3018931,506,0,,Massimiliano Allegri,418,3,,Zinédine Zidane,Home,0
3030591,13,1,,Diego Simeone,11,0,,Arsène Wenger,Home,1
3047511,1420,0,12.0,Stéphane Moulin,415,0,4.0,Alain Casanova,Home,0
3047515,162,1,16.0,Leonardo Jardim,1160,1,10.0,Bernard Blaquart,Home,0
3047523,1162,2,16.0,Fabien Mercadal,969,2,5.0,Michel Der Zakarian,Home,0
3047527,995,1,19.0,Miguel Cardoso,417,2,11.0,Patrick Vieira,Home,0
3047533,1082,3,2.0,Christophe Galtier,244,0,6.0,Rudi Garcia,Home,1
3047560,667,2,7.0,Thierry Laurey,162,1,19.0,Thierry Henry,Home,1
3047564,855,1,20.0,Antoine Kombouaré,667,1,7.0,Thierry Laurey,Home,0
3047565,1082,1,2.0,Christophe Galtier,1162,0,15.0,Fabien Mercadal,Home,1
3047572,2969,0,17.0,Olivier Dall'Oglio,1160,4,13.0,Bernard Blaquart,Home,0
3047575,995,5,10.0,Vahid Halilhodzic,855,0,20.0,Antoine Kombouaré,Home,1
3047577,583,2,1.0,Thomas Tuchel,1082,1,3.0,Christophe Galtier,Home,1
3047604,1082,2,4.0,Christophe Galtier,1041,2,3.0,Bruno Génésio,Home,0
3047615,1041,0,4.0,Bruno Génésio,273,2,13.0,Julien Stéphan,Home,0
3047706,1421,2,11.0,David Guion,1162,2,16.0,Fabien Mercadal,Home,0
3047707,273,4,9.0,Julien Stéphan,1160,0,10.0,Bernard Blaquart,Home,1
3047722,40,1,11.0,Eric Bedouet,2969,0,18.0,Antoine Kombouaré,Home,1
3047737,417,2,8.0,Patrick Vieira,1160,0,11.0,Bernard Blaquart,Home,1
3047750,618,2,4.0,Jean-Louis Gasset,667,1,6.0,Thierry Laurey,Home,1
3047782,40,1,13.0,Eric Bedouet,969,2,7.0,Michel Der Zakarian,Home,0
3047804,855,1,18.0,Jocelyn Gourvennec,2969,0,19.0,Antoine Kombouaré,Home,1
3047807,417,1,9.0,Patrick Vieira,415,1,15.0,Alain Casanova,Home,0
3047815,995,2,14.0,Vahid Halilhodzic,1082,3,2.0,Christophe Galtier,Home,0
3047819,415,0,15.0,Alain Casanova,583,1,1.0,Thomas Tuchel,Home,0
3047857,417,3,7.0,Patrick Vieira,855,0,20.0,Jocelyn Gourvennec,Home,1
3047859,618,2,4.0,Jean-Louis Gasset,415,0,15.0,Alain Casanova,Home,1
3047861,855,0,20.0,Jocelyn Gourvennec,1162,0,18.0,Fabien Mercadal,Home,0
3047878,273,1,12.0,Julien Stéphan,855,1,20.0,Jocelyn Gourvennec,Home,0
3047881,855,2,20.0,Jocelyn Gourvennec,1160,2,7.0,Bernard Blaquart,Home,0
3050170,1110,0,19.0,David Wagner,631,3,2.0,Maurizio Sarri,Home,0
3050180,631,3,3.0,Maurizio Sarri,11,2,17.0,Unai Emery,Home,1
3050190,1110,0,19.0,David Wagner,603,0,15.0,Neil Warnock,Home,0
3050199,603,2,16.0,Neil Warnock,11,3,9.0,Unai Emery,Home,0
3050208,631,4,1.0,Maurizio Sarri,603,1,17.0,Neil Warnock,Home,1
3050215,1010,1,4.0,Javi Gracia,985,2,8.0,José Mourinho,Home,0
3050237,1237,1,13.0,Chris Hughton,379,0,15.0,Manuel Pellegrini,Home,1
3050250,631,2,3.0,Maurizio Sarri,985,2,10.0,José Mourinho,Home,0
3050259,873,2,14.0,Roy Hodgson,11,2,4.0,Unai Emery,Home,0
3050264,180,0,16.0,Mark Hughes,762,0,19.0,Rafael Benítez,Home,0
3050269,603,0,19.0,Neil Warnock,1003,1,10.0,Claude Puel,Home,0
